Categoría,Página,Posición,Descripción,Precio Normal,Precio Descuento,Imagen URL,Tallas
Niñas,1,22,Jean para niña wide leg con bolsillos,149990.0,,https://offcorss.vtexassets.com/arquivos/ids/867331/Jean-para-niña-wide-leg-con-bolsillos.jpg?v=638615959242330000,"10, 12, 14, 16, 8"
Niñas,1,23,Camiseta para niña manga corta,69990.0,,https://offcorss.vtexassets.com/arquivos/ids/867251/Camiseta-para-niña-manga-corta.jpg?v=638615958789900000,"10, 12, 14, 16, 8"
Niñas,1,24,Camisa para niña con espalda cruzada,99990.0,,https://offcorss.vtexassets.com/arquivos/ids/866876/Camisa-para-niña-con-espalda-cruzada.jpg?v=638615956939670000,"10, 12, 14, 16, 8"
Niñas,2,1,Camisa para niña con detalle de nido de abejas,99990.0,,https://offcorss.vtexassets.com/arquivos/ids/866886/Camisa-para-niña-con-detalle-de-nido-de-abejas.jpg?v=638615956997370000,"10, 12, 14, 16, 8"
Niñas,2,2,Conjunto para niña de camiseta + overol,165990.0,,https://offcorss.vtexassets.com/arquivos/ids/867106/Conjunto-para-niña-de-camiseta---overol.jpg?v=638615958092830000,"10, 12, 14, 16, 8"
Niñas,2,3,Short para niña con bolsilos,115990.0,,https://offcorss.vtexassets.com/arquivos/ids/866916/Short-para-niña-con-bolsilos.jpg?v=638615957172870000,"10, 12, 14, 16, 8"
Niñas,2,4,Camiseta crop top para niña,49990.0,,https://offcorss.vtexassets.com/arquivos/ids/867301/Camiseta-crop-top-para-niña.jpg?v=638615959058400000,"10, 12, 14, 16, 8"
Niñas,2,5,Jean para niña Skinny con detalle en botas,145990.0,,https://offcorss.vtexassets.com/arquivos/ids/867341/Jean-para-niña-Skinny-con-detalle-en-botas.jpg?v=638615959292600000,"10, 12, 14, 16, 8"
Niñas,2,6,Camiseta crop top para niña,59990.0,,https://offcorss.vtexassets.com/arquivos/ids/867263/Camiseta-crop-top-para-niña.jpg?v=638615958852930000,"10, 12, 14, 16, 8"
Niñas,2,7,Pantalón para niña recto con bolsillos de parche,135990.0,,https://offcorss.vtexassets.com/arquivos/ids/867221/Pantalon-para-niña-recto-con-bolsillos-de-parche.jpg?v=638615958638830000,"10, 12, 14, 16, 8"
Niñas,2,8,Body para niña con abertura en espalda,90990.0,,https://offcorss.vtexassets.com/arquivos/ids/867096/Body-para-niña-con-abertura-en-espalda.jpg?v=638615958040600000,"10, 12, 14, 16, 8"
Niñas,2,9,Camiseta para niña con bordado,69990.0,,https://offcorss.vtexassets.com/arquivos/ids/867231/Camiseta-para-niña-con-bordado.jpg?v=638615958686000000,"10, 12, 14, 16, 8"
Niñas,2,10,Camiseta crop top para niña,49990.0,,https://offcorss.vtexassets.com/arquivos/ids/867305/Camiseta-crop-top-para-niña.jpg?v=638615959085000000,"10, 12, 14, 16, 8"
Niñas,2,11,Camiseta crop top para niña,59990.0,,https://offcorss.vtexassets.com/arquivos/ids/867261/Camiseta-crop-top-para-niña.jpg?v=638615958841700000,"10, 12, 14, 16, 8"
Niñas,2,12,Pantalón para niña wide leg con bolsillos cargo,139990.0,,https://offcorss.vtexassets.com/arquivos/ids/867201/Pantalon-para-niña-wide-leg-con-bolsillos-cargo.jpg?v=638615958549400000,"10, 12, 14, 16, 8"
Niñas,2,13,Camiseta crop top para niña,49990.0,,https://offcorss.vtexassets.com/arquivos/ids/867303/Camiseta-crop-top-para-niña.jpg?v=638615959071200000,"10, 12, 14, 16, 8"
Niñas,2,14,Sudadera para niña color rosado,115990.0,,https://offcorss.vtexassets.com/arquivos/ids/843797/52270631-Amarillo-11-0604_1.jpg?v=638464526112530000,"10, 12, 14, 16, 8"
Niñas,2,15,Sudadera para niña color rosado,115990.0,81193.0,https://offcorss.vtexassets.com/arquivos/ids/864079/52270631-Rosado-12-1305_1.jpg?v=638605571655600000,"10, 12, 14, 16, 8"
Niñas,2,16,Chaqueta para niña acolchada,175990.0,,https://offcorss.vtexassets.com/arquivos/ids/862934/52534421-Verde-12-6206_1.jpg?v=638591830766870000,"L, M, S"
Niñas,2,17,Chaleco para niña oversize,139990.0,,https://offcorss.vtexassets.com/arquivos/ids/862724/42530061-Rosado-17-2519_1.jpg?v=638591829782930000,"L, M, S"
Niñas,2,18,Tenis para niña caña alta con cordones en contraste,175990.0,,https://offcorss.vtexassets.com/arquivos/ids/863324/52106191-Arena-12-0602_1.jpg?v=638591832462070000,"30, 31, 32, 33, 34, 35, 36, 37, 38, 39"
Niñas,2,19,Disfraz de safari para niña,149990.0,,https://offcorss.vtexassets.com/arquivos/ids/862912/52121571-Cafe-14-1210_1.jpg?v=638591830683000000,"10, 12, 14, 16, 8"
Niñas,2,20,Chaqueta para niña acolchada,175990.0,,https://offcorss.vtexassets.com/arquivos/ids/862932/52534422-Azul-13-4304_1.jpg?v=638591830758600000,"L, M, S"
Niñas,2,21,Tenis para niña casuales con bloques de color,165990.0,,https://offcorss.vtexassets.com/arquivos/ids/862862/52106121-Amarillo-11-0604_1.jpg?v=638591830458400000,"30, 31, 32, 33, 34, 35, 36, 37, 38, 39"
Niñas,2,22,Tenis para niña casuales con bloques de color,159990.0,,https://offcorss.vtexassets.com/arquivos/ids/863274/52106181-Arena-11-4302_1.jpg?v=638591832257700000,"30, 31, 32, 33, 34, 35, 36, 37, 38, 39"
Niñas,2,23,Botas para niña con elástico en laterales con correa,179990.0,,https://offcorss.vtexassets.com/arquivos/ids/863374/52106201-Negro-19-4008_1.jpg?v=638591832687030000,"30, 31, 32, 33, 34, 35, 36, 37, 38, 39"
Niñas,2,24,Jean wide leg para niña con bolsillos de parche,159990.0,,https://offcorss.vtexassets.com/arquivos/ids/859163/52361661-Indigo-Claro_1.jpg?v=638563003284300000,"10, 12, 14, 16, 8"
Niños,1,1,Chaqueta para niño tipo bomber,219990.0,,https://offcorss.vtexassets.com/arquivos/ids/866026/Chaqueta-para-niño-tipo-bomber.jpg?v=638615951707070000,"L, M, S, XS, XXS"
Niños,1,2,Camisa para niño manga corta con corbatin,109990.0,,https://offcorss.vtexassets.com/arquivos/ids/866220/Camisa-para-niño-manga-corta-con-corbatin-.jpg?v=638615952592070000,"10, 12, 14, 16, 8"
Niños,1,3,Camisa para niño manga larga con bolsillo,109990.0,,https://offcorss.vtexassets.com/arquivos/ids/865128/Camisa-para-niño-manga-larga-con-bolsillo.jpg?v=638615947038130000,"12, 10, 14, 16, 8"
Niños,1,4,Jean super slim para niño,139990.0,,https://offcorss.vtexassets.com/arquivos/ids/866006/Jean-super-slim-para-niño.jpg?v=638615951615300000,"10, 12, 14, 16, 8"
Niños,1,5,Tenis bota para niño,175990.0,,https://offcorss.vtexassets.com/arquivos/ids/865766/Tenis-bota-para-niño.jpg?v=638615950485970000,"30, 31, 32, 33, 34, 35, 36, 37, 38, 39"
Niños,1,6,Conjunto para niño de camiseta + sudadera,159990.0,,https://offcorss.vtexassets.com/arquivos/ids/865886/Conjunto-para-niño-de-camiseta---sudadera.jpg?v=638615951041300000,"10, 12, 14, 16, 8"
Niños,1,7,Tenis deportivos para niño,169990.0,,https://offcorss.vtexassets.com/arquivos/ids/865646/Tenis-deportivos-para-niño.jpg?v=638615949875630000,"30, 31, 32, 33, 34, 35, 36, 37, 38, 39"
Niños,1,8,Camiseta blanca para niño manga corta,59990.0,,https://offcorss.vtexassets.com/arquivos/ids/865956/Camiseta-blanca-para-niño-manga-corta.jpg?v=638615951382670000,"10, 12, 14, 16, 8"
Niños,1,9,Tenis casuales para niño,159990.0,,https://offcorss.vtexassets.com/arquivos/ids/865816/Tenis-casuales-para-niño.jpg?v=638615950740200000,"30, 31, 32, 33, 34, 35, 36, 37, 38, 39"
Niños,1,10,Camisa para niño manga larga con corbatín,129990.0,,https://offcorss.vtexassets.com/arquivos/ids/866195/Camisa-para-niño-manga-larga-con-corbatin.jpg?v=638615952486630000,"10, 12, 14, 16, 8"
Niños,1,11,Camisa para niño manga larga con bolsillo,109990.0,,https://offcorss.vtexassets.com/arquivos/ids/865107/Camisa-para-niño-manga-larga-con-bolsillo.jpg?v=638615946920330000,"12, 10, 14, 16, 8"
Niños,1,12,Camisa para niño manga corta,95990.0,,https://offcorss.vtexassets.com/arquivos/ids/865636/Camisa-para-niño-manga-corta.jpg?v=638615949807670000,"10, 12, 14, 16, 8"
Niños,1,13,Bermuda para niño con bolsillos cargo,115990.0,,https://offcorss.vtexassets.com/arquivos/ids/865916/Bermuda-para-niño-con-bolsillos-cargo.jpg?v=638615951180400000,"10, 12, 14, 16, 8"
Niños,1,14,Correa para niño,59990.0,,https://offcorss.vtexassets.com/arquivos/ids/866250/Correa-para-niño.jpg?v=638615952747730000,"L, M, S, XS, XXS"
Niños,1,15,Sudadera para niño con estampado,115990.0,,https://offcorss.vtexassets.com/arquivos/ids/865906/Sudadera-para-niño-con-estampado.jpg?v=638615951123200000,"10, 12, 14, 16, 8"
Niños,1,16,Camisa para niño manga corta,95990.0,,https://offcorss.vtexassets.com/arquivos/ids/865626/Camisa-para-niño-manga-corta.jpg?v=638615949723470000,"10, 12, 14, 16, 8"
Niños,1,17,Jean para niño slim con bolsillos,139990.0,,https://offcorss.vtexassets.com/arquivos/ids/866016/Jean-para-niño.jpg?v=638615951664200000,"10, 12, 14, 16, 8"
Niños,1,18,Camiseta para niño manga corta,59990.0,,https://offcorss.vtexassets.com/arquivos/ids/865936/Camiseta-para-niño-manga-corta.jpg?v=638615951290530000,"10, 12, 14, 16, 8"
Niños,1,19,Tenis para niño tipo bota,155990.0,,https://offcorss.vtexassets.com/arquivos/ids/865256/Tenis-para-niño-tipo-bota.jpg?v=638615947773630000,", 31, 32, 33, 34, 35"
Niños,1,20,Camisa para niño manga corta con corbatin,109990.0,,https://offcorss.vtexassets.com/arquivos/ids/866210/Camisa-para-niño-manga-corta-con-corbatin-.jpg?v=638615952548370000,"10, 12, 14, 16, 8"
Niños,1,21,Buzo para niño abierto con capucha,129990.0,,https://offcorss.vtexassets.com/arquivos/ids/866036/Buzo-para-niño-abierto-con-capucha.jpg?v=638615951755300000,"10, 12, 14, 16, 8"
Niños,1,22,Camiseta para niño manga corta con estampado,59990.0,,https://offcorss.vtexassets.com/arquivos/ids/865926/Camiseta-para-niño-manga-corta-con-estampado.jpg?v=638615951241830000,"10, 12, 14, 16, 8"
Niños,1,23,Jogger para niño con cordón,145990.0,,https://offcorss.vtexassets.com/arquivos/ids/865996/Jogger-para-niño-con-cordon.jpg?v=638615951566270000,"10, 12, 14, 16, 8"
Niños,1,24,Bermuda para niño,105990.0,,https://offcorss.vtexassets.com/arquivos/ids/866240/Bermuda-para-niño.jpg?v=638615952696900000,"10, 12, 14, 16, 8"
Niños,2,1,Camiseta tipo polo para niño,79990.0,,https://offcorss.vtexassets.com/arquivos/ids/865976/Camiseta-tipo-polo-para-niño.jpg?v=638615951468570000,"10, 12, 14, 16, 8"
Niños,2,2,Pantalón clásico para niño,125990.0,,https://offcorss.vtexassets.com/arquivos/ids/866230/Pantalon-clasico-para-niño.jpg?v=638615952643170000,"10, 12, 14, 16, 8"
Niños,2,3,Camiseta para niño manga corta efecto tie dye,65990.0,,https://offcorss.vtexassets.com/arquivos/ids/867435/51343611-Amarillo-11-0604_1.jpg?v=638618358998570000,"10, 12, 14, 16, 8"
Niños,2,4,Camiseta tipo polo para niño,79990.0,,https://offcorss.vtexassets.com/arquivos/ids/865986/Camiseta-tipo-polo-para-niño.jpg?v=638615951515930000,"10, 12, 14, 16, 8"
Niños,2,5,Camiseta para niño manga corta,59990.0,,https://offcorss.vtexassets.com/arquivos/ids/865966/Camiseta-para-niño-manga-corta.jpg?v=638615951424700000,"10, 12, 14, 16, 8"
Niños,2,6,Camiseta para niño manga corta con bolsillo,59990.0,,https://offcorss.vtexassets.com/arquivos/ids/865946/Camiseta-para-niño-manga-corta-con-bolsillo.jpg?v=638615951340500000,"10, 12, 14, 16, 8"
Niños,2,7,Conjunto para niño de camiseta + bermuda,149990.0,,https://offcorss.vtexassets.com/arquivos/ids/865866/Conjunto-para-niño-de-camiseta---bermuda.jpg?v=638615950955230000,"10, 12, 14, 16, 8"
Niños,2,8,Tenis para niño casuales,165990.0,,https://offcorss.vtexassets.com/arquivos/ids/865706/Tenis-para-niño-casuales.jpg?v=638615950213030000,"30, 31, 32, 33, 34, 35, 36, 37, 38, 39"
Niños,2,9,Chaleco para niño enguantado,139990.0,,https://offcorss.vtexassets.com/arquivos/ids/862634/41531091-Negro-19-4008_1.jpg?v=638591829387170000,"L, M, S"
Niños,2,10,Tenis para niño casuales caña media,175990.0,,https://offcorss.vtexassets.com/arquivos/ids/862734/51104881-Arena-11-4801_1.jpg?v=638591829825800000,"30, 31, 32, 33, 34, 35, 36, 37, 38, 39"
Niños,2,11,Chaqueta para niño tipo bomber,175990.0,,https://offcorss.vtexassets.com/arquivos/ids/862850/51532261-Azul-19-3815_1.jpg?v=638591830385970000,"L, M, S"
Niños,2,12,Tenis para niño casuales en sintético mate,155990.0,,https://offcorss.vtexassets.com/arquivos/ids/863144/51104981-Gris-19-4007_1.jpg?v=638591831675870000,"30, 31, 32, 33, 34, 35, 36, 37, 38, 39"
Niños,2,13,Tenis para niño casuales en sintético mate,155990.0,,https://offcorss.vtexassets.com/arquivos/ids/863094/51104982-Blanco-10-0000_1.jpg?v=638591831455130000,"30, 31, 32, 33, 34, 35, 36, 37, 38, 39"
Niños,2,14,Tenis para niño casuales mate,159990.0,,https://offcorss.vtexassets.com/arquivos/ids/863044/51104971-Azul-19-3921_1.jpg?v=638591831238930000,"30, 31, 32, 33, 34, 35, 36, 37, 38, 39"
Niños,2,15,Chaqueta para niño tipo bomber,175990.0,,https://offcorss.vtexassets.com/arquivos/ids/862856/51532262-Negro-19-4008_1.jpg?v=638591830421330000,"L, M, S"
Niños,2,16,Medias para niño de transformers caña corta,19990.0,,https://offcorss.vtexassets.com/arquivos/ids/863529/Medias-para-niño-de-transformers-caña-corta-.jpg?v=638600394640700000,"6-8, 8-10, 9-11"
Niños,2,17,Tenis con luces para niño de transformers caña media,179990.0,,https://offcorss.vtexassets.com/arquivos/ids/862784/51104911-Azul-13-4303_1.jpg?v=638591830039230000,"25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35"
Niños,2,18,Tenis para niño casuales caña media,169990.0,,https://offcorss.vtexassets.com/arquivos/ids/863004/51104961-Amarillo-11-0604_1.jpg?v=638591831058770000,"30, 31, 32, 33, 34, 35, 36, 37, 38, 39"
Niños,2,19,Sandalias para niño,91990.0,64393.0,https://offcorss.vtexassets.com/arquivos/ids/862433/51104781-Verde-19-5217_1.jpg?v=638591828563530000,"30, 31, 32, 33, 34, 35, 36, 37, 38, 39"
Niños,2,20,Camiseta polo manga corta para niño,79990.0,,https://offcorss.vtexassets.com/arquivos/ids/858682/51343671-Amarillo-11-0604_1.jpg?v=638562221574000000,"10, 12, 14, 16, 8"
Niños,2,21,Tenis para niño silueta skate,169990.0,,https://offcorss.vtexassets.com/arquivos/ids/859458/51104821-Arena-11-1001_1.jpg?v=638563004546800000,"30, 31, 32, 33, 34, 35, 36, 37, 38, 39"
Niños,2,22,Camiseta oversize para niño manga corta con bolsillo en el frente,75990.0,,https://offcorss.vtexassets.com/arquivos/ids/859811/51343421-Amarillo-11-0604_1.jpg?v=638563006237700000,"10, 12, 14, 16, 8"
Niños,2,23,Camiseta polo manga corta para niño,79990.0,,https://offcorss.vtexassets.com/arquivos/ids/858687/51343661-Azul-19-3921_1.jpg?v=638562229182100000,"10, 12, 14, 16, 8"
Niños,2,24,Tenis para niño casuales,169990.0,,https://offcorss.vtexassets.com/arquivos/ids/859408/51104801-Azul-19-3920_1.jpg?v=638563004327830000,"30, 31, 32, 33, 34, 35, 36, 37, 38, 39"
Niños,3,1,Camiseta oversize para niño manga corta,75990.0,,https://offcorss.vtexassets.com/arquivos/ids/859746/51343401-Negro-19-4008_1.jpg?v=638563005938870000,"10, 12, 14, 16, 8"
Niños,3,2,Jean wide leg para niño,139990.0,,https://offcorss.vtexassets.com/arquivos/ids/860163/51361791-Indigo-Black_1.jpg?v=638563008020770000,"10, 12, 14, 16, 8"
Niños,3,3,Bermuda para niño con textura,85990.0,,https://offcorss.vtexassets.com/arquivos/ids/859716/51290381-Negro-19-4008_1.jpg?v=638563005774230000,"10, 12, 14, 16, 8"
Niños,3,4,Sudadera para niño,115990.0,,https://offcorss.vtexassets.com/arquivos/ids/859661/51270371-Negro-19-4008_1.jpg?v=638563005508270000,"10, 12, 14, 16, 8"
Niños,3,5,Jean super slim para niño,139990.0,,https://offcorss.vtexassets.com/arquivos/ids/863580/Jean-super-slim-para-niño.jpg?v=638600394904470000,"10, 12, 14, 16, 8"
Niños,3,6,Camiseta para niño de transformers manga corta,65990.0,,https://offcorss.vtexassets.com/arquivos/ids/863820/Camiseta-para-niño-de-transformers-manga-corta.jpg?v=638604711275830000,"10, 12, 14, 16, 8"
Niños,3,7,Camiseta para niño de transformers manga corta,65990.0,,https://offcorss.vtexassets.com/arquivos/ids/860100/51343511-Negro-19-4008_1.jpg?v=638563007721630000,"10, 12, 14, 16, 8"
Niños,3,8,Buzo para niño cerrado con capucha,139990.0,,https://offcorss.vtexassets.com/arquivos/ids/860198/51532421-Arena-12-0602_1.jpg?v=638563008193670000,"10, 12, 14, 16, 8"
Niños,3,9,Pantalón wide leg para niño,145990.0,,https://offcorss.vtexassets.com/arquivos/ids/859631/51270361-Verde-19-0509_1.jpg?v=638563005375870000,"10, 12, 14, 16, 8"
Niños,3,10,Buzo de transformers para niño abierto con capucha,169990.0,,https://offcorss.vtexassets.com/arquivos/ids/863876/Buzo-abierto-con-capucha-para-niño.jpg?v=638604711539770000,"10, 12, 14, 16, 8"
Niños,3,11,Conjunto para niño de camiseta manga corta + bermuda,159990.0,,https://offcorss.vtexassets.com/arquivos/ids/863896/Conjunto-para-niño-de-camiseta-manga-corta---bermuda.jpg?v=638604711644900000,"10, 12, 14, 16, 8"
Niños,3,12,Camiseta manga corta + máscara para niño,75990.0,,https://offcorss.vtexassets.com/arquivos/ids/863841/Camiseta-manga-corta---mascara-para-niño.jpg?v=638604711379170000,"10, 12, 14, 16, 8"
Niños,3,13,Camiseta para niño manga corta,69990.0,,https://offcorss.vtexassets.com/arquivos/ids/859851/51343431-Rosado-15-1607_1.jpg?v=638563006428800000,"10, 12, 14, 16, 8"
Niños,3,14,Camiseta para niño de transformers manga corta,65990.0,,https://offcorss.vtexassets.com/arquivos/ids/859946/51343461-Violeta-18-4148_1.jpg?v=638563006929130000,"10, 12, 14, 16, 8"
Niños,3,15,Camiseta para niño de transformers manga corta,65990.0,,https://offcorss.vtexassets.com/arquivos/ids/863799/Camiseta-para-niño-de-transformers-manga-corta.jpg?v=638604711176030000,"10, 12, 14, 16, 8"
Niños,3,16,Bermuda para niño,85990.0,,https://offcorss.vtexassets.com/arquivos/ids/859691/51290371-Azul-15-4008_1.jpg?v=638563005640670000,"10, 12, 14, 16, 8"
Niños,3,17,Camiseta para niño manga corta,65990.0,,https://offcorss.vtexassets.com/arquivos/ids/859781/51343411-Azul-15-4008_1.jpg?v=638563006103830000,"10, 12, 14, 16, 8"
Niños,3,18,Medias para niño caña larga,19990.0,,https://offcorss.vtexassets.com/arquivos/ids/856106/51193392-Amarillo-12-0824_1.jpg?v=638540342494730000,"6-8, 8-10, 9-11"
Niños,3,19,Medias para niño caña larga,19990.0,,https://offcorss.vtexassets.com/arquivos/ids/856103/51193391-Azul-13-4304_1.jpg?v=638540342390270000,"6-8, 8-10, 9-11"
Niños,3,20,Tenis para niño deportivos,175990.0,,https://offcorss.vtexassets.com/arquivos/ids/855888/51104811-Blanco-10-0000_1.jpg?v=638540335959700000,"30, 31, 32, 33, 34, 35, 36, 37, 38, 39"
Niños,3,21,Jean para niño silueta super slim,139990.0,,https://offcorss.vtexassets.com/arquivos/ids/858001/51361811-Indigo-Oscuro_1.jpg?v=638545063015130000,"10, 12, 14, 16, 8"
Niños,3,22,Pantalón para niño con bolsillos,129990.0,,https://offcorss.vtexassets.com/arquivos/ids/857911/51270301-Cafe-15-1307_1.jpg?v=638545062581770000,"10, 12, 14, 16, 8"
Niños,3,23,Tenis para niño deportivos,169990.0,,https://offcorss.vtexassets.com/arquivos/ids/855989/51104831-Blanco-10-0000_1.jpg?v=638540338766000000,"30, 31, 32, 33, 34, 35, 36, 37, 38, 39"
Niños,3,24,Tenis para niño deportivos,175990.0,,https://offcorss.vtexassets.com/arquivos/ids/855943/51104812-Gris-19-4007_1.jpg?v=638540337331400000,"30, 31, 32, 33, 34, 35, 36, 37, 38, 39"
Niños,4,1,Sudadera para niño,115990.0,69594.0,https://offcorss.vtexassets.com/arquivos/ids/857921/51270321-Azul-13-4111_1.jpg?v=638545062625430000,"10, 12, 14, 16, 8"
Niños,4,2,Conjunto para niño de camiseta + bermuda,149990.0,,https://offcorss.vtexassets.com/arquivos/ids/857891/51121131-Naranja-14-1241_1.jpg?v=638545062496300000,"10, 12, 14, 16, 8"
Niños,4,3,Conjunto para niño de camiseta + pantalón,165990.0,,https://offcorss.vtexassets.com/arquivos/ids/857881/51121111-Amarillo-11-0615_1.jpg?v=638545062452700000,"10, 12, 14, 16, 8"
Niños,4,4,Camiseta para niño tipo polo,79990.0,,https://offcorss.vtexassets.com/arquivos/ids/857981/51343331-Amarillo-11-0615_1.jpg?v=638545062913530000,"10, 12, 14, 16, 8"
Niños,4,5,Camiseta para niño manga corta,65990.0,,https://offcorss.vtexassets.com/arquivos/ids/857971/51343321-Naranja-14-1241_1.jpg?v=638545062868970000,"10, 12, 14, 16, 8"
Niños,4,6,Medias para niño caña larga,19990.0,,https://offcorss.vtexassets.com/arquivos/ids/856109/51193393-Negro-19-4008_1.jpg?v=638540342630830000,"6-8, 8-10, 9-11"
Niños,4,7,Bermuda para niño de tie dye,96990.0,,https://offcorss.vtexassets.com/arquivos/ids/857931/51290331-Gris-14-4104_1.jpg?v=638545062669100000,"10, 12, 14, 16, 8"
Niños,4,8,Camisa para niño manga larga,129990.0,,https://offcorss.vtexassets.com/arquivos/ids/857866/51049292-Negro-19-4008_1.jpg?v=638545062359100000,"10, 12, 14, 16, 8"
Niños,4,9,Camisa para niño manga larga,129990.0,,https://offcorss.vtexassets.com/arquivos/ids/857851/51049291-Amarillo-11-0604_1.jpg?v=638545062293870000,"10, 12, 14, 16, 8"
Niños,4,10,Camisa para niño manga corta,105990.0,,https://offcorss.vtexassets.com/arquivos/ids/857841/51049281-Amarillo-11-0710_1.jpg?v=638545062253770000,"10, 12, 14, 16, 8"
Niños,4,11,Conjunto para niño de camiseta + sudadera,159990.0,95994.0,https://offcorss.vtexassets.com/arquivos/ids/858213/51121121-Arena-12-0602_1.jpg?v=638550369728670000,"10, 12, 14, 16, 8"
Niños,4,12,Conjunto para niño de camiseta + bermuda,139990.0,83994.0,https://offcorss.vtexassets.com/arquivos/ids/857901/51121141-Negro-19-4008_1.jpg?v=638545062536700000,"10, 12, 14, 16, 8"
Niños,4,13,Camiseta para niño manga corta con gráfico en espalda,59990.0,,https://offcorss.vtexassets.com/arquivos/ids/857962/51343311-Blanco-10-0000_2.jpg?v=638545062827800000,"10, 12, 14, 16, 8"
Niños,4,14,Camisa manga corta para niño,115990.0,69594.0,https://offcorss.vtexassets.com/arquivos/ids/854470/51049271-Indigo-Claro_1.jpg?v=638532400301100000,"10, 12, 14, 16, 8"
Niños,4,15,Sandalias playeras para niño plásticas,91990.0,,https://offcorss.vtexassets.com/arquivos/ids/853179/51104782-Negro-19-4008_1.jpg?v=638515690462470000,"30, 31, 32, 33, 34, 35, 36, 37, 38, 39"
Niños,4,16,Pijama para niño conjunto de camiseta manga corta + bermuda,95990.0,,https://offcorss.vtexassets.com/arquivos/ids/858120/41092701-Amarillo-11-0604_1.jpg?v=638548415419670000,"10, 12, 14, 16, 8"
Niños,4,17,Jean silueta slim para niño 5 bolsillos,139990.0,,https://offcorss.vtexassets.com/arquivos/ids/853309/51361751-Indigo-Medio_1.jpg?v=638515691082000000,"10, 12, 14, 16, 8"
Niños,4,18,Pijama para niño conjunto de camiseta manga larga + pantalón,99990.0,,https://offcorss.vtexassets.com/arquivos/ids/858109/41092711-Azul-19-4125_1.jpg?v=638548402413730000,"10, 12, 14, 16, 8"
Niños,4,19,Pantalón parachute para niño,139990.0,97993.0,https://offcorss.vtexassets.com/arquivos/ids/854460/51270291-Negro-19-4008_1.jpg?v=638532400074330000,"10, 12, 14, 16, 8"
Niños,4,20,Sandalias playeras para niño plásticas,91990.0,,https://offcorss.vtexassets.com/arquivos/ids/853209/51104783-Blanco-10-0000_1.jpg?v=638515690599330000,"30, 31, 32, 33, 34, 35, 36, 37, 38, 39"
Niños,4,21,Tenis deportivos para niño,165990.0,,https://offcorss.vtexassets.com/arquivos/ids/853239/51104791-Amarillo-11-0604_1.jpg?v=638515690716670000,"30, 31, 32, 33, 34, 35, 36, 37, 38, 39"
Niños,4,22,Pijama para niño conjunto de camiseta manga corta + bermuda,95990.0,,https://offcorss.vtexassets.com/arquivos/ids/858122/41092703-Azul-19-4125_1.jpg?v=638548419314970000,"10, 12, 14, 16, 8"
Niños,4,23,Pijama para niño conjunto de camiseta manga corta + bermuda,95990.0,,https://offcorss.vtexassets.com/arquivos/ids/858115/41092702-Cafe-12-0815_1.jpg?v=638548407048430000,"10, 12, 14, 16, 8"
Niños,4,24,Pijama para niño conjunto de camiseta manga larga + sudadera,105990.0,,https://offcorss.vtexassets.com/arquivos/ids/858118/41092723-Azul-13-4303_1.jpg?v=638548412600630000,"10, 12, 14, 16, 8"
Niños,5,1,Pijama para niño conjunto de camiseta manga corta + sudadera,95990.0,,https://offcorss.vtexassets.com/arquivos/ids/858107/41092731-Azul-19-4150_1.jpg?v=638548397061400000,"10, 12, 14, 16, 8"
Niños,5,2,Pijama para niño conjunto de camiseta manga corta + sudadera,95990.0,,https://offcorss.vtexassets.com/arquivos/ids/858126/41092732-Azul-13-4303_1.jpg?v=638548440095500000,"10, 12, 14, 16, 8"
Niños,5,3,Pijama para niño conjunto de camiseta manga larga + pantalón,99990.0,,https://offcorss.vtexassets.com/arquivos/ids/858124/41092712-Amarillo-11-0604_1.jpg?v=638548432397230000,"10, 12, 14, 16, 8"
Niños,5,4,Camiseta manga corta para niña,65990.0,,https://offcorss.vtexassets.com/arquivos/ids/853711/52345712-Cafe-12-0601_1.jpg?v=638521745270900000,"10, 12, 14, 16, 8"
Niños,5,5,Guayos para niño,129990.0,,https://offcorss.vtexassets.com/arquivos/ids/844724/51104731-Blanco-10-0000_1.jpg?v=638477733269700000,"25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35"
Niños,5,6,Pantaloneta de baño doble faz para niño,129990.0,90993.0,https://offcorss.vtexassets.com/arquivos/ids/849253/51290261-Rosado-13-1406_1.jpg?v=638497576034630000,"10, 12, 14, 16, 8"
Niños,5,7,Camiseta de baño manga larga para niño,109990.0,76993.0,https://offcorss.vtexassets.com/arquivos/ids/849308/51343131-Gris-13-0002_1.jpg?v=638497576316700000,"10, 12, 14, 16, 8"
Niños,5,8,Camiseta de baño manga larga para niño,109990.0,76993.0,https://offcorss.vtexassets.com/arquivos/ids/849298/51343121-Verde-19-5217_1.jpg?v=638497576273870000,"10, 12, 14, 16, 8"
Niños,5,9,Sweater para niño,139990.0,,https://offcorss.vtexassets.com/arquivos/ids/848238/41530911-Negro-19-4008_1.jpg?v=638485428829330000,"L, M, S"
Niños,5,10,Camisa manga corta para niño,99990.0,69993.0,https://offcorss.vtexassets.com/arquivos/ids/849194/51049261-Verde-13-0111_1.jpg?v=638497575730930000,"10, 12, 14, 16, 8"
Niños,5,11,Camisa manga corta para niño,99990.0,69993.0,https://offcorss.vtexassets.com/arquivos/ids/849174/51049251-Rosado-13-1406_1.jpg?v=638497575630370000,"10, 12, 14, 16, 8"
